접점코드,판매점명,실판매POS,통신사,담당영업과장
S텔25942,구)이순신텔레콤(천안),이순신텔레콤,후불)텔링크SK,서승구
S텔22121,웅)이시스헬프,이시스헬프,후불)텔링크SK,정선웅
S텔24196,수)이안모바일(청라),이안모바일,후불)텔링크SK,김성수
S텔22739,열)이에스마켓(성남),이에스마켓,후불)텔링크SK,박종열
S텔17636,열)이오모바일,이오모바일,후불)텔링크SK,박종열
S텔23531,수)이원텔레콤(의정부),이원텔레콤,후불)텔링크SK,김성수
S텔25595,구)이즈앱(김해),이즈앱,후불)텔링크SK,서승구
S텔20452,웅)이지컴퍼니,이지컴퍼니,후불)텔링크SK,정선웅
S텔21809,웅)이지컴퍼니(남동구),이지코퍼레이션,후불)텔링크SK,정선웅
S텔23926,열)이천본가(이천),이천본가,후불)텔링크SK,박종열
S텔21853,영)이천시통신,이천시통신,후불)텔링크SK,원세영
S텔20895,웅)이천원탑,원탑,후불)텔링크SK,정선웅
S텔21531,구)이테르(일산),이테르,후불)텔링크SK,서승구
S텔17638,영)이펑휴대폰가게(평택),이펑휴대폰가게,후불)텔링크SK,원세영
S텔15833,웅)이화정보통신(대전),이화정보통신,후불)텔링크SK,정선웅
S텔16427,민)이환텔레콤,이환텔레콤,후불)텔링크SK,김민준
S텔21520,수)인스토어(포천),인스토어,후불)텔링크SK,김성수
S텔26464,민)인정보(강서),인정보,후불)텔링크SK,김민준
S텔20163,수)인피니티(덕소),인피니티 텔레콤,후불)텔링크SK,김성수
S텔21287,열)일등모바일(광주),일등모바일(광주),후불)텔링크SK,박종열
S텔20230,영)일통(대전),이글스 AURORA,후불)텔링크SK,원세영
S텔16495,영)임란모바일,임란모바일,후불)텔링크SK,원세영
S텔25515,영)자매통신(다산),자매통신,후불)텔링크SK,원세영
S텔21619,영)자몰마켓,자몰마켓,후불)텔링크SK,원세영
S텔25701,영)자몰마켓글로벌,자몰마켓글로벌,후불)텔링크SK,원세영
S텔24315,열)잡스네폰카페(이천),잡스네폰카페,후불)텔링크SK,박종열
S텔20162,수)잡스폰마트,잡스폰마트,후불)텔링크SK,김성수
S텔24480,열)장군(금천),장군,후불)텔링크SK,박종열
S텔21702,민)장승정보,장승정보,후불)텔링크SK,김민준
S텔18511,열)장흥통신(장흥),장흥통신,후불)텔링크SK,박종열
S텔20985,웅)재기통신,재기통신,후불)텔링크SK,정선웅
S텔25094,구)재하의세상,재하의세상,후불)텔링크SK,서승구
S텔20108,웅)전국텔레콤(김해),전국텔레콤,후불)텔링크SK,정선웅
S텔17641,민)점보텔레콤,점보텔레콤,후불)텔링크SK,김민준
S텔23760,구)정연텔레콤,정연텔레콤,후불)텔링크SK,서승구
S텔21305,민)정직한모바일(인천)/M,정직한모바일,후불)텔링크SK,김민준
S텔24015,구)정직한스토리(미아),정직한스토리,후불)텔링크SK,서승구
S텔21982,수)정직한휴대폰(오남),정직한휴대폰,후불)텔링크SK,김성수
S텔21205,열)정텔레콤(여주),JUNG텔레콤,후불)텔링크SK,박종열
S텔22187,수)정텔레콤(지금),정텔레콤,후불)텔링크SK,김성수
S텔21474,구)제로(관악),제로(관악),후불)텔링크SK,서승구
S텔16568,구)제로모바일,제로모바일,후불)텔링크SK,서승구
S텔20994,영)제로모바일(춘천),제로모바일,후불)텔링크SK,원세영
S텔25313,준)제미니그룹주식회사,제미니그룹㈜부천지점,후불)텔링크SK,황병준
S텔21656,준)제미니그룹주식회사,제미니그룹주식회사-수원경희대점,후불)텔링크SK,황병준
S텔16462,웅)제은통신,제은통신,후불)텔링크SK,정선웅
S텔25924,웅)제이모바일,제이모바일,후불)텔링크SK,정선웅
S텔25413,웅)제이모바일(마산),제이모바일,후불)텔링크SK,정선웅
S텔24113,구)제이비모바일(광주),제이비모바일,후불)텔링크SK,서승구
S텔21571,영)제이씨통신(석관동),제이씨정보통신,후불)텔링크SK,원세영
S텔25741,열)제이앤제이모바일(부산),제이앤제이모바일,후불)텔링크SK,박종열
S텔20160,수)제이에스(명일),JS텔레콤,후불)텔링크SK,김성수
S텔24527,민)제이엔비통신(김포),제이엔비통신,후불)텔링크SK,김민준
S텔25154,준)제이엠네트웍스(전주),제이엠네트웍스,후불)텔링크SK,황병준
S텔16331,웅)제이엠넷,제이엠넷,후불)텔링크SK,정선웅
S텔20900,웅)제이엠모바일(신도림),제이엠모바일,후불)텔링크SK,정선웅
S텔24076,구)제이엠통신(광진구),제이엠통신,후불)텔링크SK,서승구
S텔23400,구)제이와이컴퍼니(건대),제이와이컴퍼니,후불)텔링크SK,서승구
S텔23896,수)제이와이텔레콤,제이와이텔레콤,후불)텔링크SK,김성수
S텔23666,구)제이이동통신(속초),제이이동통신,후불)텔링크SK,서승구
S텔20734,수)제이정보통신(인천),제이정보통신,후불)텔링크SK,김성수
S텔25819,준)제이제이,휴대폰파는총각 동천점,후불)텔링크SK,황병준
S텔25650,준)제이제이,휴대폰파는총각,후불)텔링크SK,황병준
S텔25161,준)제이제이,휴대폰파는총각 월곡점,후불)텔링크SK,황병준
S텔24459,준)제이제이,휴대폰파는총각 사동점,후불)텔링크SK,황병준
S텔24328,준)제이제이,휴대폰파는총각 침산점,후불)텔링크SK,황병준
S텔24190,준)제이제이,휴대폰파는총각이시아폴리스점,후불)텔링크SK,황병준
S텔24119,준)제이제이,휴대폰파는총각 중산,후불)텔링크SK,황병준
S텔20478,준)제이제이,휴대폰파는총각 중산점,후불)텔링크SK,황병준
S텔20419,준)제이제이,휴대폰파는총각 이곡점,후불)텔링크SK,황병준
S텔20416,준)제이제이,침산통신,후불)텔링크SK,황병준
S텔20415,준)제이제이,휴대폰성지 휴대폰파는총각 월곡점,후불)텔링크SK,황병준
S텔20407,준)제이제이,만촌통신,후불)텔링크SK,황병준
S텔20406,준)제이제이,휴대폰파는총각 진천점,후불)텔링크SK,황병준
S텔20403,준)제이제이,휴대폰파는총각 신매광장점,후불)텔링크SK,황병준
S텔20401,준)제이제이,상인통신,후불)텔링크SK,황병준
S텔20395,준)제이제이,주식회사 제이제이컴퍼니 다사점,후불)텔링크SK,황병준
S텔20388,준)제이제이,주식회사 제이제이컴퍼니,후불)텔링크SK,황병준
S텔20384,준)제이제이,휴대폰파는총각 현풍테크노점,후불)텔링크SK,황병준
S텔20377,준)제이제이,휴대폰파는총각 칠곡3지구점,후불)텔링크SK,황병준
S텔21579,열)제이제이(오산),제이제이모바일,후불)텔링크SK,박종열
S텔22391,웅)제이제이네트웍스,주식회사 제이제이네트웍스,후불)텔링크SK,정선웅
S텔21434,수)제이제이모바일(광교),제이제이모바일 병점점,후불)텔링크SK,김성수
S텔21414,수)제이제이모바일(광교),제이제이모바일 광교점,후불)텔링크SK,김성수
S텔21728,열)제이컴퍼니(마포),제이컴퍼니,후불)텔링크SK,박종열
S텔20877,우)제이케이모바일,제이케이모바일,후불)텔링크SK,김선우
S텔24027,수)제이텔레콤(공주),제이텔레콤,후불)텔링크SK,김성수
S텔25003,열)제이텔레콤(중랑),제이텔레콤,후불)텔링크SK,박종열
S텔16419,구)제이투케이,제이투케이정보통신,후불)텔링크SK,서승구
S텔20622,준)제이플러스(망월사),제이플러스,후불)텔링크SK,황병준
S텔23481,열)제이피모바일,제이피모바일,후불)텔링크SK,박종열
S텔16333,구)조아텔레콤,조아텔레콤,후불)텔링크SK,서승구
S텔22086,열)조은통신(대전),조은통신,후불)텔링크SK,박종열
S텔25105,열)조은통신2(대전),조은통신원신흥점,후불)텔링크SK,박종열
S텔16614,웅)조이모바일,조이모바일,후불)텔링크SK,정선웅
S텔23707,웅)조이텔레콤(대전),조이텔레콤,후불)텔링크SK,정선웅
S텔20626,영)조프(장위),조프(장위),후불)텔링크SK,원세영
S텔16334,웅)종로프라자,종로프라자,후불)텔링크SK,정선웅
S텔22649,열)종합텔레콤(성남),(주)종합텔레콤,후불)텔링크SK,박종열
S텔25895,구)좋은선택주식회사,좋은선택 주식회사 운정점,후불)텔링크SK,서승구
S텔25894,구)좋은선택주식회사,좋은선택 주식회사 신원점,후불)텔링크SK,서승구
S텔20143,구)주니통신,주니통신,후불)텔링크SK,서승구
S텔16563,구)주모바일,주모바일,후불)텔링크SK,서승구
S텔21036,구)주식회사민국통신(전주),주식회사 민국통신,후불)텔링크SK,서승구
S텔23653,구)주식회사브이케이그룹(대전),(주)브이케이그룹,후불)텔링크SK,서승구
S텔26405,구)주식회사엔와이에스,(주)엔와이에스,후불)텔링크SK,서승구
S텔24788,구)주식회사올인정보통신(고양),주식회사 올인정보통신,후불)텔링크SK,서승구
S텔24185,구)주식회사휴먼네트웍스(울산),주식회사 휴먼네트웍스,후불)텔링크SK,서승구
S텔25811,준)주식회사미디어연(대전),미디어연선문대점,후불)텔링크SK,황병준
S텔25379,준)주식회사미디어연(대전),미디어연우송어학점,후불)텔링크SK,황병준
S텔25216,준)주식회사미디어연(대전),주식회사미디어연,후불)텔링크SK,황병준
S텔23504,열)주식회사벌집,(주)벌집전남대점,후불)텔링크SK,박종열
S텔23491,열)주식회사벌집,(주)벌집통신,후불)텔링크SK,박종열
S텔22375,열)주식회사벌집,주식회사벌집,후불)텔링크SK,박종열
S텔26047,구)주식회사비디통신(안산),주식회사 비디통신,후불)텔링크SK,서승구
S텔22142,구)주식회사엠케이그룹(시흥),주식회사 엠케이그룹,후불)텔링크SK,서승구
S텔26220,열)주식회사일함1,도매폰센터용죽점,후불)텔링크SK,박종열
S텔23008,열)주식회사친절한폰가게,친절한모바일,후불)텔링크SK,박종열
S텔22969,열)주식회사친절한폰가게,주식회사친절한폰가게파주청암,후불)텔링크SK,박종열
S텔22968,열)주식회사친절한폰가게,주식회사친절한폰가게,후불)텔링크SK,박종열
S텔22967,열)주식회사친절한폰가게,주식회사친절한폰가게일산서구,후불)텔링크SK,박종열
S텔22966,열)주식회사친절한폰가게,주식회사친절한폰가게파주가람,후불)텔링크SK,박종열
S텔22953,열)주식회사친절한폰가게,친절한컴퍼니,후불)텔링크SK,박종열
S텔25187,준)주식회사태산(소매),이룸모바일,후불)텔링크SK,황병준
S텔22047,준)주식회사태산(소매),휴대폰하우스지웰시티점,후불)텔링크SK,황병준
S텔22009,준)주식회사태산(소매),지원모바일(G1MOBILE),후불)텔링크SK,황병준
S텔21865,준)주식회사태산(소매),휴대폰하우스사직,후불)텔링크SK,황병준
S텔20906,준)주식회사태산(소매),주식회사 태산네트웍스 이마트점,후불)텔링크SK,황병준
S텔20899,준)주식회사태산(소매),주식회사 태산네트웍스 모충점,후불)텔링크SK,황병준
S텔20893,준)주식회사태산(소매),주식회사 태산네트웍스 천안점,후불)텔링크SK,황병준
S텔20891,준)주식회사태산(소매),주식회사 태산네트웍스 운천점,후불)텔링크SK,황병준
S텔20887,준)주식회사태산(소매),주식회사 태산네트웍스 청전점,후불)텔링크SK,황병준
S텔20880,준)주식회사태산(소매),이앤에프 가경점,후불)텔링크SK,황병준
S텔20879,준)주식회사태산(소매),주식회사 태산네트웍스 사직점,후불)텔링크SK,황병준
S텔20878,준)주식회사태산(소매),휴대폰하우스월평,후불)텔링크SK,황병준
S텔20876,준)주식회사태산(소매),주식회사 태산네트웍스 주중점,후불)텔링크SK,황병준
S텔20853,준)주식회사태산(소매),주식회사 태산네트웍스 동남점,후불)텔링크SK,황병준
S텔20848,준)주식회사태산(소매),주식회사 태산네트웍스 사천점,후불)텔링크SK,황병준
S텔20844,준)주식회사태산(소매),주식회사 태산네트웍스 가오점,후불)텔링크SK,황병준
S텔16546,준)주식회사태산(소매),주식회사 이룸,후불)텔링크SK,황병준
S텔25258,준)주식회사태산/M,콘스탄틴,후불)텔링크SK,황병준
S텔20902,준)주식회사태산/M,주식회사 태산네트웍스,후불)텔링크SK,황병준
S텔22817,열)주식회사폰탑(부산),주식회사폰탑(영도점),후불)텔링크SK,박종열
S텔22364,열)주식회사폰탑(부산),주식회사폰탑(경주점),후불)텔링크SK,박종열
S텔22320,열)주식회사폰탑(부산),주식회사폰탑(진영점),후불)텔링크SK,박종열
S텔21326,열)주식회사폰탑(부산),주식회사폰탑,후불)텔링크SK,박종열
S텔21083,열)주식회사폰탑(부산),주식회사폰탑(신다대점),후불)텔링크SK,박종열
S텔21047,열)주식회사폰탑(부산),주식회사폰탑(신평점),후불)텔링크SK,박종열
S텔21023,열)주식회사폰탑(부산),㈜폰탑(장림점),후불)텔링크SK,박종열
S텔21016,열)주식회사폰탑(부산),주식회사폰탑(감천점),후불)텔링크SK,박종열
S텔16324,웅)주연통신,주연통신,후불)텔링크SK,정선웅
S텔22991,열)주영텔레콤(성남),주영텔레콤,후불)텔링크SK,박종열
S텔18854,열)주왕모바일(광주),주왕모바일,후불)텔링크SK,박종열
S텔21072,우)주인텔레콤,피앤피텔레콤,후불)텔링크SK,김선우
S텔26312,우)주인텔레콤,주식회사 주인텔레콤,후불)텔링크SK,김선우
S텔20885,수)준모바일(왕십리),준모바일,후불)텔링크SK,김성수
S텔25214,수)준앤씨(왕십리),준앤씨,후불)텔링크SK,김성수
S텔16420,민)준텔레콤,준텔레콤,후불)텔링크SK,김민준
S텔21028,수)준텔레콤(계룡),준텔레콤,후불)텔링크SK,김성수
S텔18444,우)준텔레콤(병점),준텔레콤(병점),후불)텔링크SK,김선우
S텔23899,구)준텔레콤(익산),준텔레콤 익산,후불)텔링크SK,서승구
S텔23454,수)준텔레콤(정산),준텔레콤 정산점,후불)텔링크SK,김성수
S텔25242,웅)중고나라 덕포글로벌통신,중고나라 덕포글로벌통신,후불)텔링크SK,정선웅
S텔20934,영)중고폰1번가본점,중고폰1번가,후불)텔링크SK,원세영
S텔20923,영)중고폰1번가삼례점,중고폰1번가삼례점,후불)텔링크SK,원세영
S텔20883,수)중고폰매입선불폰폰나라(수원),수원중고폰매입선불폰 폰나라,후불)텔링크SK,김성수
S텔25758,우)중고폰할인마트 폰당폰향동점,중고폰할인마트 폰당폰향동점,후불)텔링크SK,김선우
S텔21062,구)중부비즈네트웍스(청주),중부비즈네트웍스,후불)텔링크SK,서승구
S텔25805,수)중앙직영통신(성남),중앙직영통신,후불)텔링크SK,김성수
S텔20299,영)중앙텔레콤,중앙텔레콤,후불)텔링크SK,원세영
S텔15782,영)중원텔레콤(괴산점),중원텔레콤,후불)텔링크SK,원세영
S텔22787,열)쥬네브프라자(동백),쥬네브프라자,후불)텔링크SK,박종열
S텔16209,우)즐펀텔레콤,즐펀텔레콤,후불)텔링크SK,김선우
S텔23706,수)즐펀텔레콤(공릉),즐펀텔레콤 공릉,후불)텔링크SK,김성수
S텔20268,영)지구별(평택),주식회사 지구별,후불)텔링크SK,원세영
S텔24036,준)지명(의정부),지명,후불)텔링크SK,황병준
S텔25823,열)지미컴퍼니(관악),지미컴퍼니,후불)텔링크SK,박종열
S텔20281,웅)지상통신(월곡),지상통신,후불)텔링크SK,정선웅
S텔24618,수)지엔케이글로벌(청주),지엔케이글로벌,후불)텔링크SK,김성수
S텔21901,수)지오텔레콤(동두천),지오텔레콤,후불)텔링크SK,김성수
S텔18551,구)지우모바일땅폰영도점(부산),지우모바일(땅폰영도점),후불)텔링크SK,서승구
S텔22743,열)지우통신(화성),지우통신,후불)텔링크SK,박종열
S텔22096,웅)지운통신,지운통신,후불)텔링크SK,정선웅
S텔16444,구)지인텔레콤,지인텔레콤,후불)텔링크SK,서승구
S텔24154,수)지혜정보(왕십리),지혜정보2,후불)텔링크SK,김성수
S텔15929,열)진양텔레콤(화성),진양텔레콤,후불)텔링크SK,박종열
S텔21831,구)진주1등텔레콤,진주1등텔레콤,후불)텔링크SK,서승구
S텔21574,구)진주아이폰수리중고폰,진주아이폰수리중고폰,후불)텔링크SK,서승구
S텔25767,수)진주폰(대전),진주폰,후불)텔링크SK,김성수
S텔21221,열)진통신(여주),세희통신,후불)텔링크SK,박종열
S텔24006,수)짱텔레콤(답십리),짱텔레콤,후불)텔링크SK,김성수
S텔21233,영)짱통신,짱통신,후불)텔링크SK,원세영
S텔24876,수)쩨리(부산),쩨리,후불)텔링크SK,김성수
S텔26448,수)쩨리(부산),제리,후불)텔링크SK,김성수
S텔17654,구)쭌텔레콤(강서),쭌텔레콤(강서),후불)텔링크SK,서승구
S텔24474,수)착한가게(가든파이브),착한가게,후불)텔링크SK,김성수
S텔16487,구)착한총각네폰가게(안양),착한총각네폰가게,후불)텔링크SK,서승구
S텔25299,열)착한통신(고현점),착한통신 고현점,후불)텔링크SK,박종열
S텔22129,열)착한통신(광주),착한통신,후불)텔링크SK,박종열
S텔23961,열)착한통신(향남),착한통신,후불)텔링크SK,박종열
S텔16476,준)착한핸드폰가게,착한 핸드폰가게,후불)텔링크SK,황병준
S텔21190,열)착한휴대폰(대전),하나로블루통신,후불)텔링크SK,박종열
S텔19104,열)착한휴대폰(대전),착한휴대폰,후불)텔링크SK,박종열
S텔26295,영)착한휴대폰가게(세종),착한휴대폰가게,후불)텔링크SK,원세영
S텔22090,구)찬성통신(구로),찬성통신(구로),후불)텔링크SK,서승구
S텔24770,영)참신한(강변TM),참신한,후불)텔링크SK,원세영
S텔20385,구)참통신(고양),휴대폰성지참통신,후불)텔링크SK,서승구
S텔25750,수)창러(대구),창러,후불)텔링크SK,김성수
S텔21586,수)채봉통신(안산),채봉통신,후불)텔링크SK,김성수
S텔16562,구)천안모바일,천안모바일,후불)텔링크SK,서승구
S텔23888,수)천하모바일(봉천),천하모바일,후불)텔링크SK,김성수
S텔25467,구)철이네통신(영천),철이네통신,후불)텔링크SK,서승구
S텔22184,수)청년폰(계룡),청년폰,후불)텔링크SK,김성수
S텔20372,웅)청년휴대폰(아산),청년휴대폰 풍기점,후불)텔링크SK,정선웅
S텔21605,웅)청년휴대폰(천안),신방동 청년휴대폰,후불)텔링크SK,정선웅
S텔23194,웅)청년휴대폰(행목로),청년휴대폰,후불)텔링크SK,정선웅
S텔21652,준)청담통신(삼성동),청담통신,후불)텔링크SK,황병준
S텔26365,민)청북휴대폰성지 휴대폰백화점(평택),청북휴대폰성지휴대폰백화점,후불)텔링크SK,김민준
S텔21815,수)청춘텔레콤(일산),청춘텔레콤,후불)텔링크SK,김성수
S텔23678,열)청춘텔레콤(진해),이씨통신,후불)텔링크SK,박종열
S텔17656,우)체화모바일,체화모바일,후불)텔링크SK,김선우
S텔25407,민)초이스모바일(신도림),초이스모바일,후불)텔링크SK,김민준
S텔23949,열)초이스커뮤니티(노원),초이스커뮤니티,후불)텔링크SK,박종열
S텔17445,구)총각네텔레콤(안양),총각네텔레콤(안양),후불)텔링크SK,서승구
S텔21678,웅)총각네폰가게,총각네폰가게,후불)텔링크SK,정선웅
S텔23177,영)최강케이스(부평),최강케이스,후불)텔링크SK,원세영
S텔20313,열)최고통신(용인),최고,후불)텔링크SK,박종열
S텔24813,수)최싸폰(구미봉곡점),최싸폰 봉곡점,후불)텔링크SK,김성수
S텔25443,수)최싸폰(울산 신정점),최싸폰 신정점,후불)텔링크SK,김성수
S텔26166,수)최싸폰(창원진해점),휴대폰성지,후불)텔링크SK,김성수
S텔22132,수)친구통신(상주),친구통신,후불)텔링크SK,김성수
S텔26096,구)친구통신(상주),친구통신,후불)텔링크SK,서승구
S텔24423,수)친절한통신(파주),친절한통신,후불)텔링크SK,김성수
S텔21194,구)카페통신,카페통신,후불)텔링크SK,서승구
S텔21123,영)캄코텍(수원),캄코텍,후불)텔링크SK,원세영
S텔20321,수)컴사요(대구),컴사요 (comsayo),후불)텔링크SK,김성수
S텔24073,수)컴퓨터소모품이야기(진접),컴퓨터&소모품이야기,후불)텔링크SK,김성수
S텔25849,구)케이모바일대야역점(시흥),케이모바일(대야역점),후불)텔링크SK,서승구
S텔25553,구)케이모바일원종2호점(부천),케이모바일원종2호점,후불)텔링크SK,서승구
S텔23191,구)케이모바일(목동사거리점),제이디모바일(목동사거리점),후불)텔링크SK,서승구
S텔21580,구)케이모바일(부천역점),제이디모바일(부천역점),후불)텔링크SK,서승구
S텔23544,열)케이모바일(부천자유시장),케이모바일(부천자유시장),후불)텔링크SK,박종열
S텔20601,구)케이모바일(송내),제이디모바일(송내점),후불)텔링크SK,서승구
S텔22695,열)케이모바일(신중동역점),케이모바일(신중동역점),후불)텔링크SK,박종열
S텔22754,열)케이모바일(신중동점),케이모바일,후불)텔링크SK,박종열
S텔23908,구)케이모바일(원종점),케이모바일 원종점,후불)텔링크SK,서승구
S텔21378,구)케이모바일(현대점),케이모바일(현대점),후불)텔링크SK,서승구
S텔17452,열)케이모바일(화성),케이모바일,후불)텔링크SK,박종열
S텔21087,수)케이비(영등포),케이비(KB)통신,후불)텔링크SK,김성수
S텔23403,우)케이비에이코리아,(주)케이비에이코리아,후불)텔링크SK,김선우
S텔21572,수)케이에스(덕소),케이에스텔레콤2호점,후불)텔링크SK,김성수
S텔25304,웅)케이에스엠,케이에스엠,후불)텔링크SK,정선웅
S텔21048,구)케이에스엠모바일,케이에스엠모바일,후불)텔링크SK,서승구
S텔21707,영)케이엘모바일(주),주식회사 케이엘모바일,후불)텔링크SK,원세영
S텔16227,우)케이엠텔레콤,케이엠텔레콤,후불)텔링크SK,김선우
S텔24856,구)케이제이,유니버셜모빌리티,후불)텔링크SK,서승구
S텔24310,구)케이제이,몽키폰율하점,후불)텔링크SK,서승구
S텔23893,구)케이제이,휴대폰공장(김해점),후불)텔링크SK,서승구
S텔22866,구)케이제이,삼총사텔레콤,후불)텔링크SK,서승구
S텔22865,구)케이제이,명진텔레콤,후불)텔링크SK,서승구
S텔22806,구)케이제이,강남모바일,후불)텔링크SK,서승구
S텔22803,구)케이제이,써니모바일,후불)텔링크SK,서승구
S텔22794,구)케이제이,캡틴,후불)텔링크SK,서승구
S텔22786,구)케이제이,짱구폰,후불)텔링크SK,서승구
S텔22766,구)케이제이,최강모바일,후불)텔링크SK,서승구
S텔22708,구)케이제이,돼지통신,후불)텔링크SK,서승구
S텔22682,구)케이제이,웅모바일,후불)텔링크SK,서승구
S텔22628,구)케이제이,심형,후불)텔링크SK,서승구
S텔22627,구)케이제이,봉봉모바일,후불)텔링크SK,서승구
S텔22601,구)케이제이,에스제이(SJ)모바일,후불)텔링크SK,서승구
S텔22578,구)케이제이,주식회사 이룸네트웍스,후불)텔링크SK,서승구
S텔22574,구)케이제이,몽키텔레콤,후불)텔링크SK,서승구
S텔22567,구)케이제이,(주)기분좋은대리점,후불)텔링크SK,서승구
S텔22564,구)케이제이,하나텔레콤,후불)텔링크SK,서승구
S텔22556,구)케이제이,에스제이모바일,후불)텔링크SK,서승구
S텔22555,구)케이제이,리치텔레콤,후불)텔링크SK,서승구
S텔22536,구)케이제이,엔에스모바일,후불)텔링크SK,서승구
S텔22530,구)케이제이,노원(NO.ONE,후불)텔링크SK,서승구
S텔22511,구)케이제이,하니모바일500,후불)텔링크SK,서승구
S텔22504,구)케이제이,서강컴퍼니본점,후불)텔링크SK,서승구
S텔22475,구)케이제이,휴대폰성지119모바일,후불)텔링크SK,서승구
S텔22465,구)케이제이,케이제이,후불)텔링크SK,서승구
S텔22421,구)케이제이,억조정보통신,후불)텔링크SK,서승구
S텔22414,구)케이제이,정모바일,후불)텔링크SK,서승구
S텔22395,구)케이제이,김서방텔레콤,후불)텔링크SK,서승구
S텔22393,구)케이제이,혜자텔레콤,후불)텔링크SK,서승구
S텔21510,구)케이제이,위너스텔레콤,후불)텔링크SK,서승구
S텔20616,구)케이제이,수아모바일,후불)텔링크SK,서승구
S텔20447,구)케이제이,케이제이모바일,후불)텔링크SK,서승구
S텔20443,구)케이제이,제이에스,후불)텔링크SK,서승구
S텔21723,열)케이제이통신(위례),케이제이통신,후불)텔링크SK,박종열
S텔20742,웅)케이케이엠(유),케이케이엠(유),후불)텔링크SK,정선웅
S텔20390,우)코리아텔레콤,코리아텔레콤,후불)텔링크SK,김선우
S텔20319,웅)쿠모바일,쿠모바일,후불)텔링크SK,정선웅
S텔20308,민)쿠키모바일(인천),쿠키모바일,후불)텔링크SK,김민준
S텔24038,영)쿠키정보,쿠키정보(남문직영점),후불)텔링크SK,원세영
S텔23496,수)쿠팡모바일(파주),쿠팡모바일,후불)텔링크SK,김성수
S텔16545,웅)쿨정보통신,쿨정보통신,후불)텔링크SK,정선웅
S텔25523,열)퀸모바일(김해),퀸모바일,후불)텔링크SK,박종열
S텔21674,준)큐브모바일(안양),큐브,후불)텔링크SK,황병준
S텔20435,준)큐브모바일(안양),큐브모바일,후불)텔링크SK,황병준
S텔22730,웅)큐큐트레이드(구로),주식회사 큐큐트레이드,후불)텔링크SK,정선웅
S텔21355,수)큐텔레콤(의정부),큐텔레콤,후불)텔링크SK,김성수
S텔22000,영)큐피드텔레콤,큐피드텔레콤,후불)텔링크SK,원세영
S텔23703,열)크리스텔(중앙점),크리스텔중앙점,후불)텔링크SK,박종열
S텔20970,열)크리스텔통신(성남),크리스텔통신,후불)텔링크SK,박종열
S텔21445,민)클릭모바일(부천),클릭모바일,후불)텔링크SK,김민준
S텔16326,웅)클릭이동통신,클릭이동통신,후불)텔링크SK,정선웅
S텔23299,구)클릭폰(부산),클릭폰,후불)텔링크SK,서승구
S텔21659,열)킹모바일(오산),킹모바일2,후불)텔링크SK,박종열
S텔23936,수)킹모바일(용산),킹모바일,후불)텔링크SK,김성수
S텔22477,우)킹스모바일,킹스모바일,후불)텔링크SK,김선우
S텔21854,웅)킹텔,킹텔,후불)텔링크SK,정선웅
S텔21673,구)킹텔레콤(서산시),킹텔레콤,후불)텔링크SK,서승구
S텔21640,수)타이거모바일(미사),타이거 모바일,후불)텔링크SK,김성수
S텔15902,구)타임텔레콤(대전),타임텔레콤,후불)텔링크SK,서승구
S텔22063,수)탄현폰(일산),탄현폰,후불)텔링크SK,김성수
S텔24859,영)탑정보통신(군포),탑정보통신,후불)텔링크SK,원세영
S텔26128,민)탑정보통신(시흥),탑정보통신,후불)텔링크SK,김민준
S텔22178,수)탑텔레콤,탑 텔레콤,후불)텔링크SK,김성수
S텔24868,웅)탑통신(거제),탑통신,후불)텔링크SK,정선웅
S텔25427,웅)탑통신(마산),탑통신,후불)텔링크SK,정선웅
S텔24014,웅)탕정정보통신,탕정정보통신,후불)텔링크SK,정선웅
S텔21020,열)태광정보통신(광주),태광정보통신,후불)텔링크SK,박종열
S텔23980,열)태리텔레콤(부천),태리텔레콤,후불)텔링크SK,박종열
S텔20882,영)태성여행사(안산),태성여행사,후불)텔링크SK,원세영
S텔23930,수)태양정보(구리),태양정보통신,후불)텔링크SK,김성수
S텔24937,열)태양정보통신(성남),태양정보통신,후불)텔링크SK,박종열
S텔25584,열)태양정보통신(중원),태양정보통신,후불)텔링크SK,박종열
S텔23784,구)태태통신,태태통신,후불)텔링크SK,서승구
S텔15906,수)태현정보통신(대전),태현정보통신,후불)텔링크SK,김성수
S텔18860,열)태형정보(광주),태형정보,후불)텔링크SK,박종열
S텔21101,구)태화텔레콤,태화텔레콤,후불)텔링크SK,서승구
S텔24338,웅)택하다(안성),택하다,후불)텔링크SK,정선웅
S텔25365,영)테아잉총합무역,테아잉총합무역,후불)텔링크SK,원세영
S텔23693,열)테크노본가(이천),테크노정보통신,후불)텔링크SK,박종열
S텔20245,수)테크노정보(광진구),테크노정보통신,후불)텔링크SK,김성수
S텔22666,열)테크타운(군포),테크타운,후불)텔링크SK,박종열
S텔20380,구)토리모바일(일산),토리모바일,후불)텔링크SK,서승구
S텔20374,영)통신나라(부천),통신나라(부천),후불)텔링크SK,원세영
S텔24212,구)통신매니아(전주),통신매니아 전주,후불)텔링크SK,서승구
S텔24331,구)통신천하(광주),통신천하,후불)텔링크SK,서승구
S텔24537,수)통진아저씨,통진아저씨,후불)텔링크SK,김성수
S텔20857,우)투노텔레콤,투노,후불)텔링크SK,김선우
S텔24013,열)투데이모바일(수원),투데이모바일,후불)텔링크SK,박종열
S텔21492,수)투에이치(군포),투에이치(Two H),후불)텔링크SK,김성수
